Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_056033845.1	Bacillus sp. TCT6	Contig	current	5925164	8	SAMN54166499	rhizosphere	Argentina	Vitis vinifera	non_saline_candidate	
GCF_056401715.1	Bacillus sp. P4_E1	Contig	current	5544841	68	SAMN42779338	root	Denmark: Askov	Zea mays B151	non_saline_candidate	
GCF_056401855.1	Bacillus sp. P4_D3	Contig	current	5295471	1380	SAMN42779330	root	Denmark: Askov	Zea mays B151	non_saline_candidate	
GCF_056530265.1	Bacillus sp. PK6-025	Complete Genome	current	4423395	2	SAMN27610230	Plant	Pakistan: Thar desert	Tetraena simplex	non_saline_candidate	
GCF_056530295.1	Bacillus sp. PK6-16	Complete Genome	current	5667521	2	SAMN27610232	Plant	Pakistan: Thar desert	Tetraena simplex	non_saline_candidate	
GCF_056711665.1	Bacillus sp. Medicinal_06	Contig	current	5563333	108	SAMN49909481	soil rhizosphere	Pakistan: Lahore	Medicinal plants	non_saline_candidate	
GCF_056738645.1	Bacillus sp. PK3-067	Complete Genome	current	5869396	5	SAMN27610218	Plant	Pakistan: Thar desert	Janochloa antidotale	non_saline_candidate	
GCF_056838025.1	Bacillus sp. MC1252	Complete Genome	current	3678855	1	SAMN54756743		China: Aksu Prefecture, Xinjiang Uygur Autonomous Region	soil	non_saline_candidate	
GCF_000245035.1	Bacillus spizizenii DV1-B-1	Contig	current	3974551	20	SAMN02435808	soil			non_saline_candidate	
GCF_000931815.1	Bacillus spizizenii RFWG1A3	Contig	current	4063986	25	SAMN01985722	gravel soil	USA: south-facing slope of Radio Facility Wash, Furnace Creek, CA		non_saline_candidate	
GCF_000931825.1	Bacillus spizizenii RFWG1A4	Contig	current	3997018	13	SAMN01985723	gravel soil	USA: south-facing slope of Radio Facility Wash, Furnace Creek, CA		non_saline_candidate	
GCF_000931835.1	Bacillus spizizenii RFWG4C10	Contig	current	3981158	16	SAMN01985724	gravel soil	USA: north-facing slope of Radio Facility Wash, Furnace Creek, CA		non_saline_candidate	
GCF_000931845.1	Bacillus spizizenii RFWG5B15	Contig	current	4006158	15	SAMN01985725	gravel soil	USA: north-facing slope of Radio Facility Wash, Furnace Creek, CA		non_saline_candidate	
GCF_000959025.1	Bacillus spizizenii	Complete Genome	current	4031727	1	SAMN03400169	soil	Russia		non_saline_candidate	
GCF_001043765.1	Bacillus subtilis	Contig	current	4099232	36	SAMN03751781	Plant	Malaysia: Malacca		non_saline_candidate	
GCF_001278955.1	Bacillus subtilis	Scaffold	current	4038551	44	SAMN03835251	soil	China		non_saline_candidate	
GCF_001566945.1	Bacillus spizizenii	Contig	current	4254363	92	SAMN04482511	hexachlorocyclohexane-contaminated soil	France: Huningue		non_saline_candidate	
GCF_001660605.1	Bacillus subtilis	Contig	current	4118930	288	SAMN04932709	soil	Pakistan		non_saline_candidate	
GCF_001742355.1	Bacillus subtilis	Contig	current	4088598	52	SAMN02903557	soil	China: Beijing		non_saline_candidate	
GCF_001742365.1	Bacillus subtilis	Contig	current	4030959	12	SAMN02903556	soil	China: Beijing		non_saline_candidate	
GCF_001888825.1	Bacillus subtilis	Scaffold	current	4266089	246	SAMN06011219	oil contaminated soil	Pakistan		non_saline_candidate	
GCF_001890405.1	Bacillus subtilis	Complete Genome	current	4212430	2	SAMN06060088	soil	China: Tianjin		non_saline_candidate	
GCF_002072735.1	Bacillus subtilis	Complete Genome	current	4072961	1	SAMN06618433	rhizosphere	China:Zhongning,Ningxia	Lycium barbarum L.	non_saline_candidate	
GCF_002142595.1	Bacillus subtilis	Complete Genome	current	3923177	1	SAMN06808294	rhizospheric soil	Algeria: Tlemcen		non_saline_candidate	
GCF_002155045.1	Bacillus spizizenii	Scaffold	current	4042051	23	SAMN06298242	Heavy crude-oil contaminated soil sample	Oman: Heavy-Oil field		non_saline_candidate	
GCF_002205435.1	Bacillus subtilis	Chromosome	current	4093698	130	SAMN07187745	soil	India: Assam, Sivasagar		non_saline_candidate	
GCF_002211235.1	Bacillus spizizenii	Scaffold	current	4216713	25	SAMN07277156	potato rhizosphere	Russia: Republic of Tatarstan, Kazan		non_saline_candidate	
GCF_002277775.1	Bacillus subtilis	Scaffold	current	4271280	21	SAMN07285925	potato rhizosphere	Russia: Republic of Tatarstan		non_saline_candidate	
GCF_002799585.1	Bacillus subtilis	Contig	current	4215855	879	SAMN05958281	soil	Mexico:Zacatecas, Morelos		non_saline_candidate	
GCF_003014945.1	Bacillus subtilis	Contig	current	4091387	60	SAMN08731004	soil	Bangladesh		non_saline_candidate	
GCF_003148355.1	Bacillus subtilis	Complete Genome	current	4120380	1	SAMN09212889	soil	China: Hainan province		non_saline_candidate	
GCF_003265645.1	Bacillus subtilis	Scaffold	current	4161805	13	SAMN02714223	soil	China: Yantai, Shandong		non_saline_candidate	
GCF_003265725.1	Bacillus subtilis	Contig	current	4187740	22	SAMN08384464	soil	Netherlands		non_saline_candidate	
GCF_003694695.1	Bacillus subtilis	Contig	current	4045950	37	SAMN10036102	soil	Bangladesh		non_saline_candidate	
GCF_003833205.1	Bacillus subtilis	Contig	current	4125144	23	SAMN10375217	soil / grassland	Netherlands		non_saline_candidate	
GCF_003833235.1	Bacillus subtilis	Contig	current	4157573	21	SAMN10375216	soil / grassland	Netherlands		non_saline_candidate	
GCF_003833295.1	Bacillus subtilis	Contig	current	4179885	26	SAMN10375215	soil / grassland	Netherlands		non_saline_candidate	
GCF_003990435.1	Bacillus subtilis	Contig	current	4180980	27	SAMN10375219	soil / grassland	Netherlands		non_saline_candidate	
GCF_004101945.1	Bacillus subtilis	Complete Genome	current	4110138	1	SAMN07460133	soil	France		non_saline_candidate	
GCF_004103895.1	Bacillus subtilis	Scaffold	current	3980593	32	SAMN06445278	rhizospheric soil	India:Uttar Pradesh		non_saline_candidate	
GCF_004294535.1	Bacillus subtilis	Contig	current	4059431	21	SAMN10787356	Maize rhizosphere	South Africa	Soil	non_saline_candidate	
GCF_004294565.1	Bacillus subtilis	Scaffold	current	4060396	23	SAMN10786851	Maize rhizosphere	South Africa: Mafikeng	Soil	non_saline_candidate	
GCF_005771655.1	Bacillus spizizenii	Contig	current	3989621	327	SAMN11642372	soil from sugarcane field	Brazil: Paraiba		non_saline_candidate	
GCF_005849145.1	Bacillus subtilis	Complete Genome	current	4073059	1	SAMN11535052	Tobacco rhizosphere soil	China:Hunan Province		non_saline_candidate	
GCF_007995205.1	Bacillus subtilis	Scaffold	current	4138034	56	SAMN06167145	Soil from decomposing logs of textile industry	India: Gujarat, Surat		non_saline_candidate	
GCF_008131765.1	Bacillus subtilis	Contig	current	4159859	66	SAMN09217790	soil	India: Surat, Gujarat		non_saline_candidate	
GCF_009665145.1	Bacillus subtilis	Complete Genome	current	4015360	1	SAMN13155133	soil	China: Chengde		non_saline_candidate	
GCF_009857115.1	Bacillus subtilis	Complete Genome	current	4119195	1	SAMN13715497	soil	South Korea: Gotjawal in Jeju island		non_saline_candidate	
GCF_009937745.1	Bacillus subtilis	Chromosome	current	4457201	1	SAMN13510061	soil	Pakistan: Karak		non_saline_candidate	
GCF_010634645.1	Bacillus subtilis	Scaffold	current	4236139	85	SAMN06643048	healthy plant	India	Crocus sativus (saffron)	non_saline_candidate	
GCF_011765645.1	Bacillus subtilis	Chromosome	current	4142132	26	SAMN12697602	Plant tissue	India:Manipur	Oryza sativa	non_saline_candidate	
GCF_013285325.1	Bacillus subtilis	Complete Genome	current	4101682	1	SAMN15069579	soil	China:Najing province		non_saline_candidate	
GCF_013342875.1	Bacillus subtilis	Scaffold	current	4248244	24	SAMN15042623	soil	China		non_saline_candidate	
GCF_014805495.1	Bacillus subtilis	Contig	current	4001755	20	SAMN15546529	rhizospheric soil	France: Marne	grapevine	non_saline_candidate	
GCF_014879275.1	Bacillus subtilis	Complete Genome	current	4200880	1	SAMN16330026	Bat guano from cave soil	Brazil: Para, Altamira		non_saline_candidate	
GCF_015535655.1	Bacillus subtilis	Complete Genome	current	4105857	1	SAMN13503695	Dendrobium	China:Guangzhou	plant	non_saline_candidate	
GCF_015602625.1	Bacillus subtilis	Complete Genome	current	4186822	1	SAMN13503694	Dendrobium	China:Guangzhou	plant	non_saline_candidate	
GCF_015776795.1	Bacillus subtilis	Contig	current	4118641	7	SAMN02797764	soil	Germany		non_saline_candidate	
GCF_015844635.1	Bacillus subtilis	Scaffold	current	4094982	22	SAMN03654031	maybe soil	China		non_saline_candidate	
GCF_015844655.1	Bacillus subtilis	Scaffold	current	4227600	102	SAMN03654030	maybe soil	China		non_saline_candidate	
GCF_015845955.1	Bacillus subtilis	Contig	current	4935951	19	SAMN03654382	soil	China		non_saline_candidate	
GCF_015880865.1	Bacillus subtilis	Scaffold	current	4081556	29	SAMN03651926	maybe soil	China		non_saline_candidate	
GCF_015881035.1	Bacillus subtilis	Contig	current	4077468	22	SAMN03652291	maybe soil	China		non_saline_candidate	
GCF_016411905.1	Bacillus subtilis	Contig	current	4083757	54	SAMN17131857	soil	USA: New Albany, Ohio		non_saline_candidate	
GCF_016411915.1	Bacillus subtilis	Contig	current	4065202	25	SAMN17131858	soil	USA: The Ohio State University, Columbus, Ohio		non_saline_candidate	
GCF_016890225.1	Bacillus suaedaesalsae	Contig	current	3908041	46	SAMN17817098	plant	China: Inner Mongolia		non_saline_candidate	
GCF_016894165.1	Bacillus subtilis	Complete Genome	current	4080024	1	SAMN17832981	soil	Belarus:Novopolotsk		non_saline_candidate	
GCF_017352355.1	Bacillus subtilis	Contig	current	4294389	46	SAMN13734907	Plant	India	Curcuma longa	non_saline_candidate	
GCF_017599395.1	Bacillus subtilis	Scaffold	current	4143274	124	SAMN18386051	soil	Pakistan: Thal Desert		non_saline_candidate	
GCF_017817855.1	Bacillus subtilis	Scaffold	current	4064901	29	SAMN18155319	soil	Brazil		non_saline_candidate	
GCF_018223525.1	Bacillus subtilis	Scaffold	current	4061509	23	SAMN18839106	soil	China:Beijing, Haidian District, Zhongguancunnandajie, Chinese Agricultral of Academy Sciences		non_saline_candidate	
GCF_018394175.1	Bacillus subtilis	Complete Genome	current	4030791	1	SAMN19091144	soil	China: Mount Tai		non_saline_candidate	
GCF_018530835.1	Bacillus subtilis	Scaffold	current	4037732	11	SAMN19238141	soil	China:Beijing, Haidian District, Zhongguancunnandajie, Chinese Agricultral of Academy Sciences		non_saline_candidate	
GCF_019931715.1	Bacillus subtilis	Complete Genome	current	4299840	2	SAMN21220196	soil	China		non_saline_candidate	
GCF_020859605.1	Bacillus subtilis	Scaffold	current	4125559	22	SAMN22603050	activated sludge from wastewater treatment plant	China: Fuzhou		non_saline_candidate	
GCF_021498185.1	Bacillus subtilis	Chromosome	current	4138018	14	SAMN14911298	Local soil sample	India		non_saline_candidate	
GCF_022370975.1	Bacillus subtilis	Complete Genome	current	4264477	1	SAMN25982035	soil	China: Shandong		non_saline_candidate	
GCF_022654795.1	Bacillus subtilis	Complete Genome	current	4160635	1	SAMN26533862	tea soil	China: Guiyang		non_saline_candidate	
GCF_022700935.1	Bacillus subtilis	Complete Genome	current	4215560	1	SAMN16585340	Soil of Dajian Mountain Forest Farm	China:Shanxi qinshui		non_saline_candidate	
GCF_022809835.2	Bacillus sp. ZJS3	Complete Genome	current	5756387	3	SAMN26863310	biological soil crust	China:Tengger Desert		non_saline_candidate	
GCF_022814905.1	Bacillus stercoris	Contig	current	4117388	29	SAMN26982665	soil	India: Agriculture farm, IESD, BHU		non_saline_candidate	
GCF_022832445.1	Bacillus subtilis	Contig	current	4051450	32	SAMN27023765	soil	Brazil: Goias,Unai		non_saline_candidate	
GCF_023369715.1	Bacillus subtilis	Complete Genome	current	4058498	1	SAMN28044975		China: Hebei	soil	non_saline_candidate	
GCF_024220155.1	Bacillus subtilis	Complete Genome	current	4030831	1	SAMN29498062	soil	China:Beijing		non_saline_candidate	
GCF_024653155.1	Bacillus subtilis	Contig	current	4054265	29	SAMN30152234	soil	Brazil: Goias,Unai		non_saline_candidate	
GCF_025367415.1	Bacillus subtilis	Contig	current	4134872	21	SAMN30864131	soil	China:Beijing		non_saline_candidate	
GCF_025367495.1	Bacillus subtilis	Contig	current	4135208	19	SAMN30864133	soil	China:Beijing		non_saline_candidate	
GCF_025460705.1	Bacillus subtilis	Scaffold	current	4152216	23	SAMN28928350	petroleum contaminated soil	China: Maoming		non_saline_candidate	
GCF_025502505.1	Bacillus subtilis	Complete Genome	current	4175498	2	SAMN30959807	soil	South Korea:Buyeo		non_saline_candidate	
GCF_025502545.1	Bacillus subtilis	Complete Genome	current	4175500	2	SAMN30959580	soil	South Korea:Buyeo		non_saline_candidate	
GCF_025767725.1	Bacillus subtilis	Chromosome	current	4204770	1	SAMN09662699	soil	India: Maharashtra		non_saline_candidate	
GCF_025847675.1	Bacillus subtilis	Contig	current	4160070	137	SAMN31335104	soil	Montenegro: Maganik		non_saline_candidate	
GCF_025914075.1	Bacillus subtilis	Complete Genome	current	4049856	1	SAMN18642587	soil	China:Nanjing		non_saline_candidate	
GCF_026639155.1	Bacillus subtilis	Complete Genome	current	4060823	1	SAMN31746991	soil	China		non_saline_candidate	
GCF_026793955.1	Bacillus subtilis	Scaffold	current	4064771	25	SAMN25999666	soil	not collected		non_saline_candidate	
GCF_030315825.1	Bacillus stercoris	Contig	current	4047020	30	SAMN35731721	soil	India: Tirunelveli		non_saline_candidate	
GCF_030553605.1	Bacillus stercoris	Contig	current	4050394	22	SAMN36699394	Paddy cultivating soil	India: Tirunelveli, Senthimangalam		non_saline_candidate	
GCF_035810275.1	Bacillus spizizenii	Contig	current	3991737	17	SAMN33940540	soil	USA		non_saline_candidate	
GCF_035810295.1	Bacillus spizizenii	Scaffold	current	4031749	42	SAMN33940539	soil	USA		non_saline_candidate	
GCF_035810315.1	Bacillus spizizenii	Scaffold	current	4096462	26	SAMN33940538	soil	USA		non_saline_candidate	
GCF_035810335.1	Bacillus spizizenii	Scaffold	current	4158339	25	SAMN33940537	soil	Tunisia		non_saline_candidate	
GCF_035810355.1	Bacillus spizizenii	Contig	current	4137773	30	SAMN33940536	soil	USA		non_saline_candidate	
GCF_035810375.1	Bacillus spizizenii	Scaffold	current	4032702	38	SAMN33940535	soil	USA		non_saline_candidate	
GCF_035810395.1	Bacillus spizizenii	Contig	current	3912755	28	SAMN33940534	soil	USA		non_saline_candidate	
GCF_035810655.1	Bacillus spizizenii	Contig	current	4032834	17	SAMN33940521	soil	USA		non_saline_candidate	
GCF_035811495.1	Bacillus spizizenii	Contig	current	3990067	29	SAMN33940478	soil	not collected		non_saline_candidate	
GCF_035813395.1	Bacillus spizizenii	Scaffold	current	4051607	44	SAMN33940381	soil	not collected		non_saline_candidate	
GCF_035822295.1	Bacillus stercoris	Scaffold	current	4042839	19	SAMN33940744	soil	Trinidad and Tobago: Trinidad		non_saline_candidate	
GCF_035822975.1	Bacillus spizizenii	Scaffold	current	3968596	86	SAMN33940725	soil	USA		non_saline_candidate	
GCF_036210235.1	Bacillus spizizenii	Contig	current	4061794	23	SAMN32927367	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036666015.1	Bacillus spizizenii	Contig	current	4077663	32	SAMN37253669	rhizopheric soil	India	rice	non_saline_candidate	
GCF_036785745.1	Bacillus spizizenii	Complete Genome	current	4130445	1	SAMN28663891	sabkha environment soil	United Arab Emirates: Abu Dhabi		non_saline_candidate	
GCF_036884815.1	Bacillus spizizenii	Complete Genome	current	4130172	1	SAMN39909520	soil	United Arab Emirates: Abu Dhabi		non_saline_candidate	
GCF_046267965.1	Bacillus spizizenii	Complete Genome	current	4096143	1	SAMN45884960	soil	China:Urumqi		non_saline_candidate	
GCF_048551435.1	Bacillus spizizenii	Scaffold	current	4086889	37	SAMN45886277		Iran: Kashan	soil	non_saline_candidate	
GCF_048551475.1	Bacillus spizizenii	Scaffold	current	4081723	40	SAMN45886870		Iran	soil	non_saline_candidate	
GCF_050017575.1	Bacillus stercoris	Contig	current	4357733	23	SAMN45888191	rhizosphere	Pakistan: Lahore		non_saline_candidate	
GCF_050462985.1	Bacillus spizizenii	Contig	current	4173166	20	SAMN41009212	soil	Denmark		non_saline_candidate	
GCF_050465085.1	Bacillus spizizenii	Contig	current	3917674	44	SAMN41009158	soil	USA: Death Valley, California		non_saline_candidate	
GCF_050473665.1	Bacillus spizizenii	Contig	current	4236691	15	SAMN41397060	soil	unknown		non_saline_candidate	
GCF_051908535.1	Bacillus stercoris	Contig	current	4176670	24	SAMN50280205	soil	South Africa: Limpopo Province		non_saline_candidate	
GCF_054112725.1	Bacillus spizizenii	Complete Genome	current	4111314	1	SAMN53380481	soil	China: XINJIANG	Populus euphratica Oliv	non_saline_candidate	
GCF_055234065.1	Bacillus stercoris	Contig	current	4105030	222	SAMN55210876	petroleum-contaminated soil	China:Alar		non_saline_candidate	
GCF_056098885.1	Bacillus spizizenii	Contig	current	4149554	48	SAMN45878044	soil	Mexico: Yaqui Valley	wheat	non_saline_candidate	
GCF_056777085.1	Bacillus stercoris	Contig	current	4142054	44	SAMN49909476	soil rhizosphere	Pakistan: Lahore	Medicinal plants	non_saline_candidate	
GCF_026794535.1	Bacillus subtilis	Contig	current	4230841	34	SAMN25999657	soil	not collected		non_saline_candidate	
GCF_027257895.1	Bacillus subtilis	Contig	current	4135821	20	SAMN30491754	soil	China:Beijing		non_saline_candidate	
GCF_028462485.1	Bacillus subtilis	Scaffold	current	4063891	69	SAMN32946340	soil	not applicable		non_saline_candidate	
GCF_028463925.1	Bacillus subtilis	Complete Genome	current	4110203	1	SAMN32902171	soil	South Korea:Sunchang		non_saline_candidate	
GCF_029027845.1	Bacillus subtilis	Complete Genome	current	4295123	2	SAMN26811691	soil	China: Shenzhen		non_saline_candidate	
GCF_029537155.2	Bacillus subtilis	Complete Genome	current	4140514	1	SAMN33591691	soil	not applicable		non_saline_candidate	
GCF_030005595.1	Bacillus subtilis	Contig	current	3985883	28	SAMN24619038	soil	India		non_saline_candidate	
GCF_030121685.1	Bacillus subtilis	Contig	current	4109438	35	SAMN32885317	soil from fly ash dump site	India:Nagpur		non_saline_candidate	
GCF_030122865.1	Bacillus subtilis	Complete Genome	current	4090469	1	SAMN34374854	grassland soil	Denmark: Gentofte		non_saline_candidate	
GCF_030122885.1	Bacillus subtilis	Complete Genome	current	4090469	1	SAMN34374855	grassland soil	Denmark: Gentofte		non_saline_candidate	
GCF_030123085.1	Bacillus subtilis	Complete Genome	current	4085814	1	SAMN34374884	pine forrest soil between two spruce trees	Germany: near Munchenroda, Jena		non_saline_candidate	
GCF_030123145.1	Bacillus subtilis	Complete Genome	current	4237328	1	SAMN34375013	rhizosphere soil	China: Kaifeng, Henan Province		non_saline_candidate	
GCF_030273385.1	Bacillus subtilis	Chromosome	current	4149783	30	SAMN23670471	rice garden soil	India: Jorhat, Assam		non_saline_candidate	
GCF_030348565.1	Bacillus subtilis	Contig	current	4281285	9	SAMN34374879	grassland soil	Denmark: Jaegersborg Dyrehave		non_saline_candidate	
GCF_030348595.1	Bacillus subtilis	Contig	current	4294185	8	SAMN34374878	grassland soil	Denmark: Jaegersborg Dyrehave		non_saline_candidate	
GCF_030348645.1	Bacillus subtilis	Contig	current	4313688	3	SAMN34374872	grassland soil	Denmark: Jaegersborg Dyrehave		non_saline_candidate	
GCF_030643845.1	Bacillus subtilis	Complete Genome	current	4227198	1	SAMN32775247	Starch plant	China: Guangxi		non_saline_candidate	
GCF_030662185.1	Bacillus subtilis	Contig	current	4258302	28	SAMN36765789	soil	India: Jharkhand		non_saline_candidate	
GCF_030863625.1	Bacillus subtilis	Complete Genome	current	3908079	1	SAMN30451247	rhizosphere soil	China:Shaanxi	missing	non_saline_candidate	
GCF_031324185.1	Bacillus subtilis	Contig	current	4130817	12	SAMN34374911	grassland soil attached to a mushroom	Denmark: Birkeroed		non_saline_candidate	
GCF_031326005.1	Bacillus subtilis	Complete Genome	current	4092273	2	SAMN37220582	soil sample	South Korea: Jeju Island		non_saline_candidate	
GCF_031326045.1	Bacillus subtilis	Complete Genome	current	4059376	1	SAMN37220456	soil sample	South Korea: Busan		non_saline_candidate	
GCF_033100155.1	Bacillus subtilis	Chromosome	current	4093049	2	SAMN37735702	Soil adhered to the roots	Trinidad and Tobago: Trinidad	Wild Sorghum	non_saline_candidate	
GCF_033845325.1	Bacillus subtilis	Contig	current	4168480	26	SAMN38252434	Plant	Cameroon		non_saline_candidate	
GCF_034259385.1	Bacillus subtilis	Contig	current	4086224	33	SAMN38447974	Plant	Cameroon		non_saline_candidate	
GCF_035808095.1	Bacillus subtilis	Scaffold	current	4243171	34	SAMN33940662	soil	Austria		non_saline_candidate	
GCF_035809035.1	Bacillus subtilis	Scaffold	current	4048165	18	SAMN33940602	soil	Russia		non_saline_candidate	
GCF_035809065.1	Bacillus subtilis	Scaffold	current	4043088	23	SAMN33940604	soil	Russia		non_saline_candidate	
GCF_035810155.1	Bacillus subtilis	Scaffold	current	4064812	20	SAMN33940544	soil	USA		non_saline_candidate	
GCF_035810175.1	Bacillus subtilis	Contig	current	4039974	11	SAMN33940545	soil	USA		non_saline_candidate	
GCF_035810195.1	Bacillus subtilis	Scaffold	current	3980630	18	SAMN33940546	soil	USA		non_saline_candidate	
GCF_035810215.1	Bacillus subtilis	Contig	current	4080854	22	SAMN33940543	soil	USA		non_saline_candidate	
GCF_035810235.1	Bacillus subtilis	Scaffold	current	4083521	14	SAMN33940542	soil	USA		non_saline_candidate	
GCF_035810255.1	Bacillus subtilis	Scaffold	current	4091815	17	SAMN33940541	soil	USA		non_saline_candidate	
GCF_035811755.1	Bacillus subtilis	Contig	current	4184088	16	SAMN33940466	soil	Zambia		non_saline_candidate	
GCF_035811795.1	Bacillus subtilis	Scaffold	current	3974430	13	SAMN33940465	soil	India		non_saline_candidate	
GCF_035812495.1	Bacillus subtilis	Scaffold	current	3944618	250	SAMN33940429	soil	not collected		non_saline_candidate	
GCF_035822235.1	Bacillus subtilis	Contig	current	4060424	20	SAMN33940745	soil	not collected		non_saline_candidate	
GCF_035822335.1	Bacillus subtilis	Contig	current	4064990	13	SAMN33940743	soil	Trinidad and Tobago: Trinidad		non_saline_candidate	
GCF_035822415.1	Bacillus subtilis	Contig	current	4061258	16	SAMN33940742	soil	not collected		non_saline_candidate	
GCF_035822435.1	Bacillus subtilis	Scaffold	current	4133452	16	SAMN33940740	soil	Canada		non_saline_candidate	
GCF_035822575.1	Bacillus subtilis	Scaffold	current	4060878	19	SAMN33940738	soil	Canada		non_saline_candidate	
GCF_035822685.1	Bacillus subtilis	Contig	current	4060387	19	SAMN33940734	soil	India		non_saline_candidate	
GCF_035822815.1	Bacillus subtilis	Scaffold	current	4180663	97	SAMN33940730	soil	Greenland		non_saline_candidate	
GCF_035823135.1	Bacillus subtilis	Scaffold	current	4209091	20	SAMN33940722	soil	not collected		non_saline_candidate	
GCF_035823895.1	Bacillus subtilis	Scaffold	current	4114275	28	SAMN31780099	soil	Poland		non_saline_candidate	
GCF_036512515.1	Bacillus subtilis	Complete Genome	current	4035612	3	SAMD00650365	soil	Japan:Tokyo		non_saline_candidate	
GCF_036665995.1	Bacillus subtilis	Contig	current	4110179	30	SAMN37253671	soil	India	rice	non_saline_candidate	
GCF_037026705.1	Bacillus subtilis	Contig	current	4138429	71	SAMN40189228	Wheat rhizosphere	Algeria: Guelma		non_saline_candidate	
GCF_037164265.1	Bacillus subtilis	Scaffold	current	4084542	92	SAMN39645117	soil	China: Beijing		non_saline_candidate	
GCF_037997165.1	Bacillus subtilis	Complete Genome	current	4215642	1	SAMN40517433	Healthy cucumber rhizosphere soil.	China: Beiwang Village, Luolong District, Luoyang City, Henan Province	Cucumis sativus L.	non_saline_candidate	
GCF_038442665.1	Bacillus subtilis	Complete Genome	current	4215643	1	SAMN40979683	wheat rhizospheric soil	China: a field at the Henan Academy of Agricultural Sciences in Xinxiang, Henan		non_saline_candidate	
GCF_038594285.1	Bacillus subtilis	Scaffold	current	4278314	30	SAMN40732643	soil	Russia: Republic of Tatarstan, Kazan		non_saline_candidate	
GCF_041153445.1	Bacillus subtilis	Scaffold	current	4004109	12	SAMN41837374	root	Thailand: Surat Thani	rice	non_saline_candidate	
GCF_041514415.1	Bacillus subtilis	Complete Genome	current	4083451	1	SAMN26302293	Rhizosphere soil of cucumber, cucumber field of the experimental farm of the School of Agriculture and Biology, Shanghai Jiaotong University	China: Shanghai		non_saline_candidate	
GCF_041537785.1	Bacillus subtilis	Contig	current	4043370	13	SAMN43297759	soil	China: Inner Mongolia		non_saline_candidate	
GCF_045001865.1	Bacillus subtilis	Complete Genome	current	4030855	1	SAMN38026925	soil	China: Henan		non_saline_candidate	
GCF_045277765.1	Bacillus subtilis	Chromosome	current	4168801	80	SAMN35344861	root of tea	India: Jalpaiguri, West Bengal	Camellia sinensis	non_saline_candidate	
GCF_046267835.1	Bacillus subtilis	Complete Genome	current	4425418	2	SAMN43911274	plant	China:Shangqiu		non_saline_candidate	
GCF_046573225.1	Bacillus subtilis	Contig	current	4574405	908	SAMN46063101	soil	Pakistan: Lahore		non_saline_candidate	
GCF_047302535.1	Bacillus subtilis	Complete Genome	current	4117990	1	SAMN44627545	root	USA:Tucson	Lactuca serriola	non_saline_candidate	
GCF_047782775.1	Bacillus subtilis	Complete Genome	current	4120051	1	SAMN45886785	soil sample	India: Rubber Estate, Kerala		non_saline_candidate	
GCF_049801195.1	Bacillus subtilis	Contig	current	4000167	31	SAMN40605109	soil	Mexico: Yaqui Valley	Triticum turgidum	non_saline_candidate	
GCF_050051195.1	Bacillus subtilis	Contig	current	4042096	19	SAMN48054948	soil	Brazil: Ceara, Quixera Mobim		non_saline_candidate	
GCF_050051215.1	Bacillus subtilis	Scaffold	current	4282130	24	SAMN48054950	soil	Brazil: Ceara, Ocara		non_saline_candidate	
GCF_050051235.1	Bacillus subtilis	Scaffold	current	4088418	17	SAMN48054949	soil	Brazil: Ceara, Pedra Branca		non_saline_candidate	
GCF_050474085.1	Bacillus subtilis	Contig	current	4272771	10	SAMN41397040	clay soil	USA		non_saline_candidate	
GCF_050563185.1	Bacillus subtilis	Contig	current	4104232	5	SAMN46047657	agricultural soil	Pakistan: Kasur		non_saline_candidate	
GCF_050884255.1	Bacillus subtilis	Complete Genome	current	4089051	1	SAMN48388340	soil	China:Taizhou		non_saline_candidate	
GCF_051133315.1	Bacillus subtilis	Contig	current	4402976	162	SAMN49477030	Plant	missing		non_saline_candidate	
GCF_051192595.1	Bacillus subtilis	Scaffold	current	4074393	25	SAMN49650439	potato rhizosphere	Russia:Tatarstan, Kazan		non_saline_candidate	
GCF_051486545.1	Bacillus subtilis	Contig	current	4188149	19	SAMN19781480	root nodules	Saudi Arabia: Jizan	Indigofera argentea Burm.f.	non_saline_candidate	
GCF_051487145.1	Bacillus subtilis	Contig	current	4098172	15	SAMN19781447	rhizosphere	Saudi Arabia: Jizan	Indigofera argentea Burm.f.	non_saline_candidate	
GCF_051487275.1	Bacillus subtilis	Contig	current	4175265	18	SAMN19781440	root nodules	Saudi Arabia: Jizan	Indigofera argentea Burm.f.	non_saline_candidate	
GCF_051487365.1	Bacillus subtilis	Contig	current	4102810	19	SAMN19781436	root nodules	Saudi Arabia: Jizan	Indigofera argentea Burm.f.	non_saline_candidate	
GCF_051858235.2	Bacillus subtilis	Contig	current	4119921	2	SAMN50031924	rhizosphere	Morocco: Taliouine	Crocus sativus L.	non_saline_candidate	
GCF_051904005.1	Bacillus subtilis	Complete Genome	current	4572713	1	SAMN28462502	Rhizosheric soil	India: Tamil Nadu, Coimbatore, TNAU		non_saline_candidate	
